Titel,Autor,ISBN,Erscheinungsjahr,Auflage,Zustand,Verlag,Preis,Bestand,Status,Leihfrist
"Wollen der Zug, ['Kinder- und Jugendbücher']",Mathilde Fischer,978-1-05-524222-5,06091923,50,"['Beschädigt', 'Sehr gut', 'Gut', 'In Ordnung', 'Sehr gut', 'In Reparatur', 'Gut']",Südwestdeutsche Medien Holding,12.02,7,"['verloren', 'rot', 'grün', 'rot', 'verliehen', 'verfügbar', 'verfügbar']",14
"Früh der Tag, ['Kinder- und Jugendbücher']",Pascale Eberhardt,978-0-09-082936-1,1933-10-12,4,"['In Ordnung', 'Beschädigt', 'Sehr gut', 'Unvollständig', 'Sehr gut']",Verlag Moderne Industrie,31.15,5,['gelb'],14
"Zum der Ging, ['Belletristik', 'Naturwissenschaften']",Erika Hövel,978-1-178-16407-7,11061929,1,"['Ausgemustert', 'Neu']",Piper Verlag,22.94,2,"['verliehen', 'rot']",28
"Groß der Mutter, ['Krimis & Thriller']",Mathilde Franke,978-1-55393-913-9,02122006,1,"['Sehr gut', 'Neu']",Gräfe und Unzer Verlag,22.81,2,"['verfügbar', 'rot']",14
"Möglich der Nun, ['Belletristik']",Sebastiano Hande,0-259-67492-3,23051978,6,"['In Ordnung', 'Sehr gut', 'Gut', 'Gut', 'Neu', 'Gut', 'In Reparatur']",Bonnier Verlagsgruppe,28.93,7,"['rot', 'verfügbar', 'verfügbar', 'verfügbar', 'rot', 'rot', 'verliehen']",14
"Erschrecken der Viel, ['Belletristik']",Cläre Kabus,978-0-509-82684-4,20021950,3,"['Gut', 'Gut', 'Unvollständig', 'Gut', 'Neu', 'In Ordnung', 'In Ordnung', 'Beschädigt', 'Sehr gut']",Silberschnur Verlag,29.99,9,"['verliehen', 'rot', 'verfügbar', 'grün', 'vorgemerkt', 'rot', 'verliehen', 'verfügbar', 'gelb']",14
"Daran der Nass, ['Psychologie']",Andrey Sontag,1-394-24407-X,23071973,8,"['Sehr gut', 'Abgenutzt']",SingLiesel Verlag,36.48,3,"['gelb', 'vorgemerkt', 'verfügbar']",21
"Natürlich der Ganz, ['Belletristik', 'Kinder- und Jugendbücher']",Holger Junk,978-1-66878-548-5,13011987,7,[],Medien Union,38.57,0,[],14
"An der Schicken, ['Kinder- und Jugendbücher']",Cornelia Haase,0-592-68209-9,17021958,5,"['Sehr gut', 'Unvollständig', 'Neu', 'Abgenutzt', 'In Ordnung', 'Abgenutzt', 'Beschädigt', 'Sehr gut']",Ullstein Buchverlage,19.56,8,"['verfügbar', 'rot', 'rot', 'rot', 'rot', 'rot', 'verfügbar', 'verliehen']",7
"See der Aus, ['Belletristik']",Hans-Hermann Bauer,1-932470-61-1,29081890,4,"['In Ordnung', 'Neu', 'Sehr gut']",Verlagsgruppe Hüthig Jehle Rehm,40.12,3,"['rot', 'verfügbar', 'gelb']",14
"Straße der Fröhlich, ['Sachbücher']",Marius Finke,978-0-9756487-8-0,31101929,20,[],Verlagsgruppe Handelsblatt,28.04,0,[],21
"Essen der Verstehen, ['Geschichte']",Eckehard Mies,978-1-140-59753-7,15011917,9,"['In Ordnung', 'Gut', 'Neu', 'Neu']",THOMAS KETTLER VERLAG,37.9,4,"['verfügbar', 'grün', 'verliehen', 'grün']",28
"Wissen der Winter, ['Fantasy & Science-Fiction', 'Computer & IT']",Anna-Maria Schlosser,978-0-7064-8687-2,03091940,9,[],Verlag Gerhard Rautenberg,36.21,0,[],28
"Davon der Heraus, ['Kinder- und Jugendbücher', 'Sachbücher']",Pascale Scholtz,978-1-361-80680-7,14061959,3,"['Neu', 'Sehr gut', 'Sehr gut', 'In Ordnung', 'Neu', 'Abgenutzt', 'In Reparatur', 'In Reparatur']",dtv Verlagsgesellschaft,21.55,8,['verfügbar'],21
"Stehen der Fangen, ['Sachbücher']","Weitzel, Kazim",978-0-634-41352-0,03121883,4,"['Gut', 'Unvollständig']",Verlagsgruppe Georg von Holtzbrinck,23.21,2,"['rot', 'rot']",21
"Arbeiten der Erde, ['Belletristik']",Czeslaw Bauer,978-1-78263-127-9,08021951,3,"['In Ordnung', 'In Reparatur', 'Sehr gut', 'Gut', 'Verloren', 'Verloren', 'Neu', 'In Ordnung']",Haufe Mediengruppe,43.09,8,"['rot', 'grün', 'rot', 'rot', 'grün', 'grün', 'rot', 'verliehen']",14
"Fährt der Wird, ['Kinder- und Jugendbücher']",Jessika Fischer,978-1-71308-552-2,23121927,3,"['Sehr gut', 'Neu', 'Neu', 'Abgenutzt', 'Neu']",Ernst Klett Verlag,37.14,5,"['verfügbar', 'grün', 'verliehen', 'verfügbar', 'verliehen']",14
"Zimmer der Herr, ['Fantasy & Science-Fiction', 'Belletristik']",Hannes Gorlitz,978-0-477-11574-2,06022011,2,"['In Ordnung', 'Sehr gut', 'Abgenutzt', 'In Reparatur', 'Sehr gut']",Verlagsgruppe Random House,29.83,5,"['verliehen', 'verfügbar', 'vorgemerkt', 'rot', 'grün']",14
"Wahr der Verkaufen, ['Religion & Spiritualität', 'Wissenschaft']",Galina Fischer,978-0-9555616-8-9,13071911,2,"['Abgenutzt', 'In Ordnung', 'Neu', 'Sehr gut', 'Sehr gut', 'Neu', 'Sehr gut']",Haufe Mediengruppe,3220,7,"['verliehen', 'gelb', 'verfügbar', 'verfügbar', 'rot', 'verliehen']",28
"Nach der Mann, ['Sachbücher']",Inga Budig,978-1-208-52738-4,06121934,9,"['Abgenutzt', 'Sehr gut', 'Neu', 'In Reparatur', 'Neu', 'In Ordnung', 'Neu', 'In Ordnung']",Haufe Mediengruppe,36.62,8,"['vorgemerkt', 'rot', 'gelb', 'verliehen', 'verliehen', 'verfügbar', 'verfügbar', 'verfügbar']",21
"Stück der Schön, ['Belletristik', 'Geschichte']",Anna-Maria Lachmann,978-1-76646-417-6,18750204,6,"['Neu', 'Sehr gut', 'Gut', 'Beschädigt', 'Gut']",VERLAGSGRUPPE WELTBILD,1967,5,"['verfügbar', 'rot', 'ausgeliehen', 'verliehen', 'rot']",unbekannt
"Am der Versuchen, ['Belletristik', 'Technik']",Stjepan Atzler,978-1-176-72953-7,1947-01-14,9,[],Nomos Verlagsgesellschaft,23.49,1,['grün'],28
"Also der Ab, ['Kinder- und Jugendbücher']",Marieluise Pohl,978-0-941108-58-4,05081897,6,"['In Ordnung', 'In Ordnung', 'In Ordnung', 'In Ordnung', 'Gut', 'Neu']",Nomos Verlagsgesellschaft,37.1,6,"['grün', 'verliehen', 'grün', 'verfügbar', 'rot', 'grün']",14
"Bett der Sitzen, ['Wissenschaft', 'Belletristik']","Dietz, Paul",1-222-02271-0,12021985,3,"['Abgenutzt', 'Gut', 'Neu', 'Abgenutzt']",Verlagsgruppe Hüthig Jehle Rehm,34.88,4,[],14
"Kommen der Gesund, ['Computer & IT', 'Geschichte']",Aloisia Linke,978-0-9792920-4-0,04081963,6,"['Verloren', 'Neu', 'Sehr gut', 'Abgenutzt', 'In Ordnung']",Verlagshaus Römerweg,45.2,5,"['rot', 'grün', 'ausgeliehen', 'verfügbar', 'grün']",unbekannt
"Stehen der Einigen, ['Belletristik', 'Kinder- und Jugendbücher']",Stjepan Stiebitz,978-1-106-91510-8,09121891,8,['Neu'],MairDumont,12.57,1,['verfügbar'],14
"Dabei der Erzählen, ['Belletristik']",Angela Bolzmann,978-1-967070-25-1,18850409,1,"['Neu', 'Neu', 'Gut', 'Neu']",Verlagsgruppe Ippen,44.25,4,"['ausgeliehen', 'verliehen', 'rot', 'verfügbar']",14
"Hand der Schiff, ['Geschichte', 'Reiseliteratur']",Geert Ehlert,978-0-423-87522-5,02101910,9,"['In Ordnung', 'Unvollständig', 'Abgenutzt', 'Beschädigt', 'Sehr gut', 'Abgenutzt', 'Neu', 'Sehr gut', 'Neu']",MM Verlag,24.58,9,"['grün', 'rot', 'verfügbar', 'verliehen', 'rot', 'verliehen', 'rot', 'rot', 'gelb']",10
"Turnen der Dunkel, ['Belletristik']",Patrizia Budig,978-0-376-13827-9,29111999,3,['Gut'],Rowohlt Verlag,55.4,5,"['rot', 'rot', 'rot', 'verfügbar', 'rot']",14
"Nie der Sieben, ['Sachbücher']",Gretchen Reuter,978-0-7642-9517-1,13122018,4,"['Neu', 'Verloren', 'Beschädigt', 'Neu', 'Neu', 'In Ordnung']",Carlsen Verlag,18.67,6,"['rot', 'gelb', 'verfügbar', 'rot', 'rot', 'verfügbar']",999
"Blume der Dem, ['Kinder- und Jugendbücher', 'Computer & IT']",Serge Wirth,978-1-72109-307-6,07071898,7,"['In Ordnung', 'Gut', 'Neu', 'Ausgemustert']",Hubert Burda Media,20.89,6,"['rot', 'rot', 'rot', 'verliehen', 'rot', 'verliehen']",999
"Freuen der Bleiben, ['Naturwissenschaften']",Joachim Trub,978-0-86927-335-7,21082025,6,"['Beschädigt', 'Unvollständig', 'In Ordnung', 'Neu', 'Beschädigt', 'In Ordnung']",Verlag Moderne Industrie,30.92,6,"['gelb', 'grün', 'gelb', 'verfügbar', 'rot', 'verfügbar']",28
"Schicken der Herz, ['Kinder- und Jugendbücher']",Pascale Trub,978-1-4674-2439-4,04021917,2,"['Abgenutzt', 'In Ordnung', 'Sehr gut', 'Abgenutzt', 'Neu', 'Beschädigt']",MairDumont,15.1,6,[],14
"Wohnung der Schwer, ['Kinder- und Jugendbücher']",Anni Austermühle,978-1-4935-2716-8,02111895,9,"['Abgenutzt', 'Neu', 'Neu', 'In Reparatur', 'Neu', 'Abgenutzt', 'Beschädigt', 'Gut']",Reinhold Kühn Verlag,37.32,8,"['verliehen', 'verfügbar', 'verfügbar', 'grün', 'grün', 'verfügbar', 'verfügbar', 'verliehen']",14
"Frau der Sonne, ['Kinder- und Jugendbücher']",Paul Krause,978-1-4526-5011-1,09031987,7,"['Sehr gut', 'Abgenutzt', 'Neu', 'Ausgemustert', 'In Ordnung']",C.H. Beck,51.58,5,"['rot', 'verliehen', 'grün', 'rot', 'rot']",999
"Dürfen der Fragen, ['Geschichte']","Gieß, Gotthard",978-0-87434-419-6,04081944,6,"['Unvollständig', 'Verloren', 'Sehr gut', 'In Ordnung', 'Gut', 'In Ordnung', 'Neu', 'Sehr gut']",Heyne Verlag,52.69,8,['verfügbar'],28
"Wollen der Fiel, ['Philosophie', 'Sachbücher']",Gottlob Pohl,978-0-683-67536-8,18971118,4,"['In Ordnung', 'Beschädigt', 'Abgenutzt', 'In Reparatur', 'Gut', 'Sehr gut']",Reclam Verlag,39.71,6,"['rot', 'rot', 'grün']",21
"Über der Möglich, ['Fantasy & Science-Fiction']",Mirko Knappe,978-1-4513-3812-6,30121915,4,"['Beschädigt', 'Sehr gut', 'Abgenutzt', 'Sehr gut', 'Neu', 'Abgenutzt', 'In Ordnung']",Diederichs Verlag,27.31,7,"['rot', 'verfügbar', 'rot', 'verliehen', 'verfügbar', 'rot', 'rot']",14
"An der Dann, ['Krimis & Thriller', 'Psychologie']","Adler, Caren",978-1-200-33798-1,19091965,50,"['Sehr gut', 'Neu', 'Sehr gut', 'Sehr gut', 'Sehr gut', 'Neu', 'Beschädigt', 'Gut']",Cornelsen Verlag,24.4,8,"['grün', 'gelb', 'grün', 'grün', 'verliehen', 'grün', 'vorgemerkt', 'rot']",7
"Fehlen der Warum, ['Naturwissenschaften']",Samuel Junitz,978-1-83559-108-6,10011953,7,"['In Reparatur', 'Gut', 'Neu']",Münchener Verlagsgruppe,44.01,3,"['rot', 'verfügbar', 'verfügbar']",28
"Warum der Zwischen, ['Belletristik']",Gotthard Finke,978-1-06-266844-5,15091917,5,"['Neu', 'In Reparatur']",Fischer Verlage,23.65,8,"['verfügbar', 'verfügbar', 'rot', 'verfügbar', 'grün', 'verfügbar', 'verfügbar', 'grün']",14
"Merken der Ja, ['Technik']",Pascale Gierschner,978-1-356-18207-7,05081958,6,"['Abgenutzt', 'Abgenutzt', 'Neu', 'Gut']",Redline Verlag,24.9,4,"['rot', 'rot', 'verfügbar', 'rot']",28
"Leben der Fisch, ['Belletristik']",Helene Schomber,978-1-06-990122-4,06032014,9,"['Abgenutzt', 'Abgenutzt', 'Unvollständig', 'In Ordnung', 'Sehr gut']",Verlag Moderne Industrie,28.72,5,"['rot', 'verliehen', 'grün', 'grün']",14
"Wagen der Sieben, ['Krimis & Thriller']",Helene Bolzmann,978-0-215-71167-0,28071975,3,"['In Ordnung', 'In Ordnung', 'Gut']",Münchner Verlagsgruppe,20.78,3,"['rot', 'verliehen']",
"Ruhig der Dunkel, ['Naturwissenschaften']",Johannes Fischer,978-0-626-00599-3,21011906,3,"['Neu', 'In Ordnung', 'Sehr gut', 'Neu', 'Beschädigt']",Verlagsgruppe Herder,26.46,5,"['rot', 'ausgeliehen', 'vorgemerkt', 'verfügbar']",28
"Bett der Beißen, ['Belletristik']","Aumann, Joachim",1-83426-889-3,25081876,6,"['Neu', 'Sehr gut', 'Neu', 'Neu', 'In Ordnung', 'Unvollständig']",Südwestdeutsche Medien Holding,25.91,6,['verfügbar'],14
"Die der Lesen, ['Philosophie', 'Kunst und Kultur']",Albin Aumann,978-0-14-456635-8,30071978,8,"['Abgenutzt', 'In Reparatur', 'Beschädigt', 'Gut', 'Sehr gut']",Cornelsen Verlag,39.8,5,"['grün', 'vorgemerkt', 'rot', 'verliehen', 'grün']",21
"Schaffen der Einmal, ['Kinder- und Jugendbücher']","Haase, Wanda",978-1-4768-6678-9,02031931,9,"['In Reparatur', 'In Ordnung', 'In Reparatur', 'Neu']",Goldmann Verlag,27.3,4,"['vorgemerkt', 'verliehen', 'verliehen', 'gelb']",14
"Heute der Gehen, ['Computer & IT']",Hans-Günter Textor,978-0-296-21568-5,28021883,1,"['In Reparatur', 'Abgenutzt', 'Gut', 'In Reparatur', 'In Ordnung']",Oldenbourg Verlag,30.66,5,"['grün', 'verliehen', 'rot', 'verliehen', 'rot']",28
"Nehmen der Schule, ['Belletristik']",Kathleen Atzler,978-1-59673-236-0,15111992,4,"['Verloren', 'Neu', 'Gut', 'Neu', 'In Reparatur', 'Unvollständig', 'In Ordnung']",Bonnier Verlagsgruppe,24.89,7,"['grün', 'verfügbar', 'grün', 'verliehen', 'verfügbar', 'verfügbar', 'rot']",unbekannt
"Fahren der Nennen, ['Belletristik']",Gottlob Hettner,978-1-55050-548-1,03012023,1,[],Cornelsen Verlag,33.71,0,[],14
"Bruder der Bleiben, ['Wissenschaft']",Joachim Karz,978-0-219-79949-0,14051888,9,"['Sehr gut', 'In Ordnung', 'Sehr gut', 'Neu']",Reclam Verlag,18.78,5,"['verfügbar', 'grün', 'verliehen', 'verfügbar', 'verliehen']",
"Wenn der Kennen, ['Belletristik']",Dajana Köhler,978-0-939408-87-0,05031887,9,['Gut'],Campus Verlag,21.39,6,"['grün', 'rot', 'rot', 'rot', 'gelb', 'verfügbar']",14
"Er der Kennen, ['Kunst und Kultur']",Verena Kroker,978-1-71019-120-2,13012021,9,"['Neu', 'Sehr gut', 'Neu', 'Unvollständig', 'In Ordnung', 'Neu']",Silberschnur Verlag,22.01,6,[],21
"Singen der Spielen, ['Sachbücher', 'Sprachen']",Helene Rogner,978-1-319-93789-8,28101897,2,[],Ernst Klett Verlag,22.58,0,[],21
"Leben der Steigen, ['Sport']",Jenny Sontag,978-0-948760-60-0,09071973,4,"['Neu', 'Neu']",dtv Verlagsgesellschaft,23.91,2,['grün'],14
"Finden der Gehören, ['Geschichte', 'Belletristik']",Janna Bolzmann,978-1-5124-8986-6,19501023,6,"['Gut', 'Beschädigt', 'Neu', 'Ausgemustert', 'Gut', 'Neu']",Carlsen Verlag,26.85,6,"['gelb', 'rot', 'verliehen', 'rot', 'verfügbar', 'rot']",14
"Schwer der Platz, ['Kinder- und Jugendbücher', 'Fantasy & Science-Fiction']",Ehrenfried Pohl,978-0-653-91223-3,12031895,1,"['Neu', 'Gut']",Droemer Knaur,47.33,2,['rot'],14
"Zur der Kopf, ['Sprachen']",Samuel Gieß,978-1-83584-025-2,03012002,9,"['Unvollständig', 'In Ordnung', 'Neu', 'Neu', 'Neu', 'Neu', 'Neu']",Verlag C.H. Beck,46.4,8,"['grün', 'rot']",21
"Frage der Zusammen, ['Reiseliteratur']",Maurizio Trub,978-0-7692-1390-3,03021881,3,"['Beschädigt', 'Neu', 'Neu', 'Gut']",Münchener Verlagsgruppe,33.06,4,[],10
"Herr der Zimmer, ['Technik']",Thea Wirth,978-0-250-86287-0,12041903,4,"['Gut', 'Neu', 'Sehr gut', 'Gut', 'Ausgemustert', 'Verloren']",Heyne Verlag,23.32,6,"['gelb', 'ausgeliehen', 'verfügbar', 'verfügbar', 'grün', 'gelb']",28
"Müde der Mein, ['Psychologie']",Irmengard Dietz,978-1-08-562235-6,10101930,4,['Neu'],SingLiesel Verlag,39.27,1,[],21
"Wald der Wiese, ['Naturwissenschaften']","Hande, Norbert",978-1-82363-575-4,20061910,5,"['In Ordnung', 'In Reparatur', 'Sehr gut']",Südwestdeutsche Medien Holding,1709,6,"['gelb', 'rot', 'grün', 'rot']",28
"Dem der Lange, ['Sachbücher']",Hans-Hermann Wirth,978-0-13-264707-6,08011979,1,"['Beschädigt', 'Gut', 'Sehr gut', 'Sehr gut', 'Ausgemustert']",Verlagsgruppe Handelsblatt,24.56,7,"['rot', 'verfügbar', 'rot', 'rot', 'rot', 'grün', 'verliehen']",21
"Schüler der Wahr, ['Naturwissenschaften']",Birgitt Linke,978-1-895306-29-3,31082010,1,"['In Ordnung', 'Sehr gut', 'Neu', 'Gut', 'Unvollständig']",SINGLIESEL VERLAG,30.03,5,"['verfügbar', 'rot', 'rot', 'verliehen', 'rot']",28
"Erschrecken der Bleiben, ['Gesundheit']",Birgitt Pärtzelt,978-1-57528-061-5,11092015,6,"['Neu', 'Ausgemustert', 'Sehr gut', 'Sehr gut', 'Neu', 'Gut', 'Sehr gut', 'Sehr gut']",Beltz & Gelberg,3436,8,"['rot', 'rot', 'rot', 'verliehen', 'grün', 'rot', 'verfügbar', 'grün']",21
"Schreien der Ding, ['Fantasy & Science-Fiction']",Paul Gierschner,978-1-4922-8287-7,29081936,5,"['Unvollständig', 'Neu', 'Abgenutzt', 'Sehr gut', 'Neu', 'Gut', 'Abgenutzt', 'Sehr gut', 'Sehr gut']",Verlagsgruppe Ippen,41.97,9,['gelb'],
"Scheinen der Ihr, ['Kinder- und Jugendbücher']",Carolin Rudolph,978-0-672-62924-2,20051948,1,"['Sehr gut', 'In Reparatur', 'Beschädigt']",Verlagsgruppe Ippen,26.96,3,"['grün', 'rot', 'rot']",14
"Tief der Essen, ['Wissenschaft']",Helene Pohl,978-0-686-00554-4,24101902,7,"['Beschädigt', 'Sehr gut', 'In Ordnung', 'Unvollständig', 'In Ordnung', 'In Ordnung', 'In Ordnung', 'Beschädigt']",Ullstein Buchverlage,34.87,8,"['verfügbar', 'verfügbar', 'verfügbar', 'verliehen', 'ausgeliehen', 'rot', 'verfügbar', 'rot']",28
"Wo der Tisch, ['Biografien', 'Psychologie']",Mirko Wilmsen,978-0-282-63865-8,23042023,4,"['Unvollständig', 'Gut']",WEKA-Verlagsgruppe,32.91,2,"['verliehen', 'verliehen']",21
"Tun der Wissen, ['Geschichte']",Norbert Gnatz,0-88416-557-4,1907-01-06,20,"['In Reparatur', 'In Reparatur', 'Beschädigt']",VERLAGSHAUS RÖMERWEG,15.26,3,"['rot', 'verliehen']",28
"Baum der Brief, ['Sachbücher']",Jurij Pölitz,978-1-393-41612-8,01021902,9,"['Verloren', 'Neu']",Bonnier Verlagsgruppe,46.96,2,"['rot', 'verliehen']",21
"Lesen der Jung, ['Belletristik', 'Krimis & Thriller']",Carolin Fischer,978-0-10-981484-5,02091981,3,"['Sehr gut', 'Gut', 'In Reparatur', 'Unvollständig', 'Neu', 'Neu', 'Sehr gut', 'Unvollständig', 'Neu']",Fischer Verlage,42.57,9,"['grün', 'verliehen', 'verliehen', 'grün', 'verfügbar', 'rot', 'verfügbar', 'grün', 'rot']",14
"Überall der Nein, ['Kinder- und Jugendbücher']",Geert Hande,978-0-593-61091-6,18061987,7,"['Gut', 'Beschädigt']",MM Verlag,34.69,2,"['verfügbar', 'verfügbar']",14
"Glas der Familie, ['Wissenschaft', 'Belletristik']",Cindy Krause,978-0-88107-455-0,28071968,90,"['Neu', 'In Ordnung', 'In Ordnung', 'Beschädigt', 'Gut', 'Abgenutzt', 'Sehr gut']",Ullstein Buchverlage,29.94,7,"['rot', 'rot', 'verfügbar', 'rot', 'verfügbar', 'rot', 'grün']",14
"Wasser der Straße, ['Kinder- und Jugendbücher', 'Kinder- und Jugendbücher']",Ahmad Henk,978-0-7324-7958-9,06092025,3,"['In Reparatur', 'In Ordnung']",Verlagsgruppe Georg von Holtzbrinck,37.31,4,"['grün', 'rot', 'verfügbar', 'grün']",14
"Um der Nächste, ['Wissenschaft']",Eckehard Fröhlich,978-1-86070-137-5,05121975,1,"['Sehr gut', 'Neu', 'Neu', 'Neu', 'Gut', 'In Ordnung', 'Beschädigt', 'Ausgemustert', 'Verloren']",Springer Fachmedien,21.89,9,"['rot', 'rot', 'rot', 'verfügbar', 'verliehen', 'verliehen', 'verliehen', 'ausgeliehen', 'verliehen']",28
"Abend der Gibt, ['Sachbücher']",Mathilde Gehringer,978-1-04-462020-1,05121954,5,[],Verlagshaus Römerweg,14.12,9,"['verfügbar', 'verliehen', 'rot', 'verliehen', '???', 'verfügbar', 'verfügbar', 'verfügbar', 'verfügbar']",21
"Verlieren der Hat, ['Belletristik']",Adalbert Gutknecht,978-0-522-95282-7,17121916,1,"['Neu', 'Sehr gut', 'Beschädigt', 'Gut']",Verlagsgruppe Handelsblatt,30.1,4,"['verfügbar', 'ausgeliehen', 'verliehen', 'vorgemerkt']",14
"Mit der Bett, ['Sport']",Erika Weitzel,978-0-915597-95-6,13081968,9,"['Ausgemustert', 'Sehr gut', 'Gut', 'Sehr gut', 'Neu', 'Unvollständig', 'Unvollständig', 'Verloren']",Rowohlt Verlag,27.02,8,[],14
"Dort der Gerade, ['Naturwissenschaften']",Madlen Sontag,978-1-84687-628-8,2021-03-22,9,['Abgenutzt'],VERLAG GERHARD RAUTENBERG,29.66,5,"['rot', 'rot', 'verliehen', 'rot', 'verfügbar']",28
"Nennen der Mich, ['Kinder- und Jugendbücher']",Harold Lachmann,978-1-57253-298-4,17081882,2,"['In Reparatur', 'Ausgemustert', 'In Ordnung', 'In Ordnung', 'Abgenutzt']",MM Verlag,47.1,5,"['rot', 'rot', 'verloren', 'verfügbar', 'rot']",14
"Luft der Kaufen, ['Psychologie']","Rudolph, Peter",978-1-100-74775-0,01091907,2,"['Sehr gut', 'Beschädigt', 'Abgenutzt', 'Sehr gut', 'Sehr gut', 'Abgenutzt']",Silberschnur Verlag,35.54,6,"['verfügbar', 'verliehen', 'rot']",21
"Fallen der Liegen, ['Psychologie']",Jessika Röhricht,978-0-234-94946-7,17051945,4,"['Unvollständig', 'Abgenutzt', 'Neu', 'Gut', 'Neu']",SingLiesel Verlag,43.68,5,"['rot', 'rot', 'verliehen', 'verfügbar']",21
"Gott der Straße, ['Gesundheit', 'Belletristik']",Albin Peukert,978-0-302-98475-8,16061924,7,"['Gut', 'Neu', 'Neu', 'Sehr gut', 'Sehr gut']",Verlagsgruppe Hüthig Jehle Rehm,33.72,5,"['rot', 'rot', 'gelb', 'ausgeliehen', 'verliehen']",14
"Man der Boden, ['Sachbücher']",Falko Fröhlich,978-0-324-25776-2,03052020,2,"['Ausgemustert', 'Sehr gut', 'Gut']",MM Verlag,34.94,3,"['verliehen', 'rot', 'rot']",21
"Schüler der Stadt, ['Geschichte']",Hans Jörg Pölitz,978-0-536-72279-9,02121951,7,"['Abgenutzt', 'In Ordnung']",Gräfe und Unzer Verlag,29.24,2,['verfügbar'],28
"Stunde der Jahr, ['Kinder- und Jugendbücher']",Hans-Christian Gierschner,978-1-272-33845-9,30012023,7,"['In Reparatur', 'Gut', 'Gut', 'In Ordnung', 'Neu', 'In Ordnung', 'Sehr gut', 'In Ordnung', 'Abgenutzt']",Verlag C.H. Beck,41.29,9,"['verfügbar', 'verfügbar', 'rot', 'verfügbar', 'rot', 'verfügbar', 'verfügbar', 'verliehen', 'verfügbar']",14
"Glauben der Seite, ['Sachbücher', 'Wissenschaft']",Carolin Adler,978-0-00-170002-4,15111886,4,"['Sehr gut', 'Verloren', 'Sehr gut', 'Abgenutzt', 'Neu', 'In Ordnung']",Redline Verlag,30.43,6,"['verfügbar', 'rot', 'rot', 'rot', 'grün', 'rot']",28
"Lassen der Antworten, ['Biografien']",Dajana Junitz,978-1-992177-87-1,18031973,4,"['Neu', 'Abgenutzt', 'Verloren', 'Sehr gut']",MM Verlag,16.21,8,"['verliehen', 'verloren', 'vorgemerkt', 'grün', 'rot', 'ausgeliehen', 'grün', 'rot']",21
"Nicht der Wie, ['Computer & IT', 'Gesundheit']",Adalbert Gutknecht,978-1-4768-2139-9,15071883,6,"['Neu', 'In Ordnung', 'Beschädigt', 'In Ordnung']",Silberschnur Verlag,34.78,4,"['verfügbar', 'vorgemerkt', 'ausgeliehen', 'rot']",21
"Abend der Draußen, ['Psychologie', 'Psychologie']",Nadeschda Wirth,978-0-671-72107-7,21121985,7,"['Unvollständig', 'In Reparatur', 'Gut', 'Gut']",Goldmann Verlag,21.77,4,"['verliehen', 'verliehen', 'verfügbar', 'rot']",21
"Machen der Feuer, ['Biografien']",Adalbert Hövel,978-0-657-73488-6,13111885,4,"['Neu', 'Gut', 'Sehr gut', 'Ausgemustert', 'Neu', 'Gut', 'Sehr gut', 'Neu', 'Neu']",Südwestdeutsche Medien Holding,26.38,9,"['verfügbar', 'rot']",21
"Einmal der Gut, ['Fantasy & Science-Fiction']",Ehrenfried Dietz,978-1-71662-230-4,17071934,7,[],Silberschnur Verlag,17.9,0,[],14
"Werfen der Hängen, ['Kochen & Ernährung', 'Naturwissenschaften']",Gina Martin,978-0-10-859165-5,31011897,1,"['Gut', 'Ausgemustert', 'Neu', 'In Ordnung']",Springer Fachmedien,49.24,4,"['grün', 'rot', 'verfügbar', 'verliehen']",28
"Von der Sich, ['Sachbücher', 'Sport']",Blanka Gieß,978-0-9821681-2-7,26091977,1,"['Gut', 'Sehr gut', 'Neu', 'Neu', 'In Ordnung', 'Abgenutzt', 'In Ordnung', 'Beschädigt', 'In Ordnung']",Eulenspiegel Verlagsgruppe,32.87,9,"['ausgeliehen', 'rot', 'grün', 'verfügbar', 'gelb', 'verfügbar', 'rot', 'rot', 'rot']",14
"Noch der Weg, ['Belletristik']",Holger Hande,0-7714-0683-5,17031893,7,"['Gut', 'Verloren', 'Ausgemustert', 'Abgenutzt', 'Abgenutzt', 'Neu', 'Abgenutzt']",Beltz & Gelberg,49.1,7,"['verfügbar', 'rot', 'verfügbar', 'rot', 'verfügbar', 'rot', 'grün']",unbekannt
"Erde der Um, ['Wissenschaft']","Kabus, Maurizio",978-1-78945-794-0,19640801,9,"['In Reparatur', 'Neu', 'Gut', 'Unvollständig', 'Gut', 'Unvollständig']",Thienemann-Esslinger,27.05,6,"['verfügbar', 'rot']",28
"Immer der Rad, ['Biografien', 'Kochen & Ernährung']",Valentin Rogner,978-1-319-74020-7,25121952,3,"['Neu', 'Neu', 'Beschädigt', 'Neu']",C.H. Beck,1998,4,"['verfügbar', 'verfügbar', 'rot', 'verfügbar']",10
"Krank der Sein, ['Belletristik']",Aloisia Krause,978-1-86635-738-5,31011891,2,"['Sehr gut', 'Neu', 'Sehr gut', 'Beschädigt', 'Abgenutzt']",Hans Gerig Musikverlage,21.71,5,"['verliehen', 'verfügbar', 'verliehen', 'verliehen', 'verfügbar']",14
